Date,ppt (inches)
3/5/2019,0
3/6/2019,0.04
3/7/2019,0.3
3/8/2019,0.16
3/9/2019,0.43
3/10/2019,0
3/11/2019,0
3/12/2019,0.47
3/13/2019,0.14
3/14/2019,0.01
3/15/2019,0
3/16/2019,0
3/17/2019,0
3/18/2019,0
3/19/2019,0
3/20/2019,0
3/21/2019,0
3/22/2019,0
3/23/2019,0.43
3/24/2019,0.13
3/25/2019,0
3/26/2019,0.1
3/27/2019,0
3/28/2019,0.2
3/29/2019,0.12
3/30/2019,0.03
3/31/2019,0
4/1/2019,0.1
4/2/2019,0.76
4/3/2019,0.23
4/4/2019,0.19
4/5/2019,0.77
4/6/2019,0.63
4/7/2019,2.04
4/8/2019,1.55
4/9/2019,0.47
4/10/2019,0.09
4/11/2019,1.06
4/12/2019,0.2
4/13/2019,0.02
4/14/2019,0.18
4/15/2019,0.06
4/16/2019,0.31
4/17/2019,0.03
4/18/2019,0
4/19/2019,0
4/20/2019,0.43
4/21/2019,0.02
4/22/2019,0
4/23/2019,0.03
4/24/2019,0
4/25/2019,0
4/26/2019,0
4/27/2019,0
4/28/2019,0
4/29/2019,0
4/30/2019,0
5/1/2019,0
5/2/2019,0
5/3/2019,0
5/4/2019,0
5/5/2019,0
5/6/2019,0
5/7/2019,0
5/8/2019,0
5/9/2019,0
5/10/2019,0
5/11/2019,0
5/12/2019,0
5/13/2019,0
5/14/2019,0.04
5/15/2019,0.17
5/16/2019,0.25
5/17/2019,0.11
5/18/2019,0.12
5/19/2019,0.57
5/20/2019,0.01
5/21/2019,0.13
5/22/2019,0.27
5/23/2019,0.01
5/24/2019,0
5/25/2019,0.03
5/26/2019,0.37
5/27/2019,0.12
5/28/2019,0
5/29/2019,0
5/30/2019,0
5/31/2019,0
6/1/2019,0
6/2/2019,0
6/3/2019,0
6/4/2019,0
6/5/2019,0
6/6/2019,0
6/7/2019,0.07
6/8/2019,0.06
6/9/2019,0
6/10/2019,0
6/11/2019,0
6/12/2019,0
6/13/2019,0
6/14/2019,0
6/15/2019,0
6/16/2019,0
6/17/2019,0
6/18/2019,0
6/19/2019,0
6/20/2019,0
6/21/2019,0
6/22/2019,0
6/23/2019,0
6/24/2019,0
6/25/2019,0
6/26/2019,0
6/27/2019,0.13
6/28/2019,0.45
6/29/2019,0
6/30/2019,0
7/1/2019,0
7/2/2019,0
7/3/2019,0
7/4/2019,0
7/5/2019,0
7/6/2019,0
7/7/2019,0
7/8/2019,0
7/9/2019,0
7/10/2019,0.5
7/11/2019,0
7/12/2019,0
7/13/2019,0
7/14/2019,0
7/15/2019,0.06
7/16/2019,0.12
7/17/2019,0
7/18/2019,0.02
7/19/2019,0
7/20/2019,0
7/21/2019,0
7/22/2019,0
7/23/2019,0
7/24/2019,0
7/25/2019,0
7/26/2019,0
7/27/2019,0
7/28/2019,0
7/29/2019,0
7/30/2019,0
7/31/2019,0
8/1/2019,0
8/2/2019,0
8/3/2019,0
8/4/2019,0
8/5/2019,0
8/6/2019,0
8/7/2019,0
8/8/2019,0
8/9/2019,0
8/10/2019,0
8/11/2019,0.02
8/12/2019,0
8/13/2019,0
8/14/2019,0
8/15/2019,0
8/16/2019,0
8/17/2019,0
8/18/2019,0
8/19/2019,0
8/20/2019,0
8/21/2019,0
8/22/2019,0.18
8/23/2019,0
8/24/2019,0
8/25/2019,0
8/26/2019,0
8/27/2019,0
8/28/2019,0
8/29/2019,0
8/30/2019,0
8/31/2019,0
9/1/2019,0
9/2/2019,0
9/3/2019,0
9/4/2019,0
9/5/2019,0
9/6/2019,0
9/7/2019,0
9/8/2019,0.06
9/9/2019,0.53
9/10/2019,0.43
9/11/2019,0.15
9/12/2019,0
9/13/2019,0
9/14/2019,0.02
9/15/2019,0.02
9/16/2019,0.53
9/17/2019,0.25
9/18/2019,0.5
9/19/2019,0.12
9/20/2019,0
9/21/2019,0
9/22/2019,0.05
9/23/2019,0.34
9/24/2019,0
9/25/2019,0.01
9/26/2019,0
9/27/2019,0.01
9/28/2019,0.26
9/29/2019,0.43
9/30/2019,0.65
10/1/2019,0
10/2/2019,0
10/3/2019,0.1
10/4/2019,0.11
10/5/2019,0.07
10/6/2019,0
10/7/2019,0.02
10/8/2019,0.11
10/9/2019,0.08
10/10/2019,0
10/11/2019,0
10/12/2019,0.01
10/13/2019,0.04
10/14/2019,0
10/15/2019,0
10/16/2019,0.22
10/17/2019,1
10/18/2019,0.35
10/19/2019,1.07
10/20/2019,0.38
10/21/2019,0.2
10/22/2019,0.18
10/23/2019,0.02
10/24/2019,0
10/25/2019,0
10/26/2019,0
10/27/2019,0
10/28/2019,0
10/29/2019,0
10/30/2019,0
10/31/2019,0
11/1/2019,0
11/2/2019,0
11/3/2019,0
11/4/2019,0
11/5/2019,0
11/6/2019,0
11/7/2019,0
11/8/2019,0
11/9/2019,0
11/10/2019,0
11/11/2019,0
11/12/2019,0
11/13/2019,0
11/14/2019,0
11/15/2019,0.14
11/16/2019,0.07
11/17/2019,0
11/18/2019,0.02
11/19/2019,0.43
11/20/2019,0.01
11/21/2019,0
11/22/2019,0
11/23/2019,0.01
11/24/2019,0.05
11/25/2019,0.29
11/26/2019,0.11
11/27/2019,0.63
11/28/2019,0
11/29/2019,0
11/30/2019,0
12/1/2019,0.27
12/2/2019,0.09
12/3/2019,0
12/4/2019,0
12/5/2019,0
12/6/2019,0
12/7/2019,0.46
12/8/2019,0.25
12/9/2019,0
12/10/2019,0
12/11/2019,0.81
12/12/2019,0.35
12/13/2019,0.63
12/14/2019,0.13
12/15/2019,0
12/16/2019,0.01
12/17/2019,0
12/18/2019,0
12/19/2019,0.13
12/20/2019,0.59
12/21/2019,1.42
12/22/2019,0.31
12/23/2019,0.3
12/24/2019,0.04
12/25/2019,0.11
12/26/2019,0.01
12/27/2019,0.06
12/28/2019,0
12/29/2019,0.07
12/30/2019,0.37
12/31/2019,0
1/1/2020,1.07
1/2/2020,0.34
1/3/2020,0
1/4/2020,0.7
1/5/2020,0.34
1/6/2020,1.02
1/7/2020,0.52
1/8/2020,0.69
1/9/2020,0.33
1/10/2020,0.04
1/11/2020,1.81
1/12/2020,0.7
1/13/2020,0.86
1/14/2020,0.77
1/15/2020,0.03
1/16/2020,0.64
1/17/2020,0.04
1/18/2020,0.26
1/19/2020,0.11
1/20/2020,0.16
1/21/2020,0.31
1/22/2020,0.8
1/23/2020,0.38
1/24/2020,0.64
1/25/2020,0.15
1/26/2020,0.49
1/27/2020,0.22
1/28/2020,1.38
1/29/2020,0.53
1/30/2020,0.5
1/31/2020,0.02
2/1/2020,0.16
2/2/2020,0.12
2/3/2020,0.04
2/4/2020,0.01
2/5/2020,0.16
2/6/2020,0.28
2/7/2020,0.13
2/8/2020,0.48
2/9/2020,0.15
2/10/2020,0
2/11/2020,0
2/12/2020,0.01
2/13/2020,0.01
2/14/2020,0.21
2/15/2020,0.18
2/16/2020,0.76
2/17/2020,0.06
2/18/2020,0
2/19/2020,0
2/20/2020,0
2/21/2020,0
2/22/2020,0
2/23/2020,0.07
2/24/2020,0.24
2/25/2020,0
2/26/2020,0.01
2/27/2020,0
2/28/2020,0
2/29/2020,0.35
3/1/2020,0.13
3/2/2020,0
3/3/2020,0.05
3/4/2020,0
3/5/2020,0
3/6/2020,0.01
3/7/2020,0.14
3/8/2020,0.07
3/9/2020,0
3/10/2020,0
3/11/2020,0
3/12/2020,0
3/13/2020,0
3/14/2020,0.68
3/15/2020,0.1
3/16/2020,0
3/17/2020,0
3/18/2020,0
3/19/2020,0
3/20/2020,0
3/21/2020,0
3/22/2020,0
3/23/2020,0.03
3/24/2020,0.51
3/25/2020,0.35
3/26/2020,0.2
3/27/2020,0.03
3/28/2020,0.12
3/29/2020,0.26
3/30/2020,0.51
3/31/2020,0.77
4/1/2020,0.31
4/2/2020,0.3
4/3/2020,0.09
4/4/2020,0.09
4/5/2020,0.16
4/6/2020,0.01
4/7/2020,0
4/8/2020,0
4/9/2020,0
4/10/2020,0
4/11/2020,0
4/12/2020,0
4/13/2020,0
4/14/2020,0
4/15/2020,0
4/16/2020,0
4/17/2020,0
4/18/2020,0
4/19/2020,0.16
4/20/2020,0
4/21/2020,0
4/22/2020,0.3
4/23/2020,0.63
4/24/2020,0.37
4/25/2020,0.04
4/26/2020,0.22
4/27/2020,0.12
4/28/2020,0.04
4/29/2020,0
4/30/2020,0.05
5/1/2020,0
5/2/2020,0.17
5/3/2020,0.59
5/4/2020,0.13
5/5/2020,0.07
5/6/2020,0.11
5/7/2020,0.03
5/8/2020,0
5/9/2020,0
5/10/2020,0
5/11/2020,0
5/12/2020,0.07
5/13/2020,0.13
5/14/2020,0.21
5/15/2020,0.27
5/16/2020,0.01
5/17/2020,0.21
5/18/2020,0.56
5/19/2020,0.35
5/20/2020,0.02
5/21/2020,0.04
5/22/2020,0.09
5/23/2020,0.03
5/24/2020,0
5/25/2020,0
5/26/2020,0
5/27/2020,0
5/28/2020,0
5/29/2020,0
5/30/2020,0.03
5/31/2020,0.19
6/1/2020,0
6/2/2020,0
6/3/2020,0
6/4/2020,0
6/5/2020,0
6/6/2020,0.05
6/7/2020,0.1
6/8/2020,0.1
6/9/2020,0.14
6/10/2020,0.11
6/11/2020,0.02
6/12/2020,0.04
6/13/2020,0.15
6/14/2020,0.13
6/15/2020,0.15
6/16/2020,0.25
6/17/2020,0.21
6/18/2020,0
6/19/2020,0
6/20/2020,0
6/21/2020,0.07
6/22/2020,0
6/23/2020,0
6/24/2020,0
6/25/2020,0
6/26/2020,0
6/27/2020,0
6/28/2020,0
6/29/2020,0
6/30/2020,0
7/1/2020,0
7/2/2020,0.04
7/3/2020,0
7/4/2020,0
7/5/2020,0
7/6/2020,0
7/7/2020,0
7/8/2020,0
7/9/2020,0
7/10/2020,0
7/11/2020,0
7/12/2020,0
7/13/2020,0
7/14/2020,0
7/15/2020,0
7/16/2020,0
7/17/2020,0
7/18/2020,0
7/19/2020,0
7/20/2020,0
7/21/2020,0
7/22/2020,0
7/23/2020,0
7/24/2020,0
7/25/2020,0
7/26/2020,0
7/27/2020,0
7/28/2020,0
7/29/2020,0
7/30/2020,0
7/31/2020,0
8/1/2020,0
8/2/2020,0
8/3/2020,0
8/4/2020,0
8/5/2020,0
8/6/2020,0.01
8/7/2020,0.05
8/8/2020,0
8/9/2020,0
8/10/2020,0
8/11/2020,0
8/12/2020,0
8/13/2020,0
8/14/2020,0
8/15/2020,0
8/16/2020,0
8/17/2020,0
8/18/2020,0
8/19/2020,0
8/20/2020,0
8/21/2020,0.01
8/22/2020,0.02
8/23/2020,0
8/24/2020,0
8/25/2020,0
8/26/2020,0
8/27/2020,0
8/28/2020,0
8/29/2020,0
8/30/2020,0
8/31/2020,0
9/1/2020,0
9/2/2020,0
9/3/2020,0
9/4/2020,0
9/5/2020,0
9/6/2020,0
9/7/2020,0
9/8/2020,0
9/9/2020,0
9/10/2020,0
9/11/2020,0
9/12/2020,0
9/13/2020,0
9/14/2020,0
9/15/2020,0
9/16/2020,0
9/17/2020,0
9/18/2020,0.44
9/19/2020,0.85
9/20/2020,0.02
9/21/2020,0
9/22/2020,0
9/23/2020,0
9/24/2020,0.55
9/25/2020,0.16
9/26/2020,0.38
9/27/2020,0.06
9/28/2020,0
9/29/2020,0
9/30/2020,0
10/1/2020,0
10/2/2020,0
10/3/2020,0
10/4/2020,0
10/5/2020,0
10/6/2020,0
10/7/2020,0
10/8/2020,0
10/9/2020,0.05
10/10/2020,0.66
10/11/2020,0.61
10/12/2020,0.44
10/13/2020,0.08
10/14/2020,0.37
10/15/2020,0.02
10/16/2020,0
10/17/2020,0.04
10/18/2020,0.01
10/19/2020,0.05
10/20/2020,0
10/21/2020,0
10/22/2020,0
10/23/2020,0
10/24/2020,0.05
10/25/2020,0
10/26/2020,0
10/27/2020,0
10/28/2020,0
10/29/2020,0
10/30/2020,0.02
10/31/2020,0.08
11/1/2020,0
11/2/2020,0
11/3/2020,0.01
11/4/2020,0.07
11/5/2020,0.2
11/6/2020,0.58
11/7/2020,0.08
11/8/2020,0.04
11/9/2020,0
11/10/2020,0.17
11/11/2020,0.42
11/12/2020,0.31
11/13/2020,1.32
11/14/2020,1.11
11/15/2020,1.34
11/16/2020,0.64
11/17/2020,0.32
11/18/2020,1.19
11/19/2020,0.74
11/20/2020,0.01
11/21/2020,0
11/22/2020,0
11/23/2020,0.08
11/24/2020,0.08
11/25/2020,0.51
11/26/2020,0.14
11/27/2020,0.01
11/28/2020,0.02
11/29/2020,0.08
11/30/2020,0.41
12/1/2020,0.11
12/2/2020,0
12/3/2020,0
12/4/2020,0
12/5/2020,0
12/6/2020,0.19
12/7/2020,0.01
12/8/2020,0
12/9/2020,0.07
12/10/2020,0.08
12/11/2020,0.36
12/12/2020,0.36
12/13/2020,0.33
12/14/2020,0.53
12/15/2020,0.12
12/16/2020,0.27
12/17/2020,0.74
12/18/2020,0.14
12/19/2020,0.71
12/20/2020,2.36
12/21/2020,1.14
12/22/2020,0.47
12/23/2020,0.01
12/24/2020,0
12/25/2020,0.21
12/26/2020,0.81
12/27/2020,0.08
12/28/2020,0
12/29/2020,0
12/30/2020,0.24
12/31/2020,0.76
1/1/2021,0.25
1/2/2021,0.97
1/3/2021,1.45
1/4/2021,0.68
1/5/2021,0.47
1/6/2021,0.3
1/7/2021,0.52
1/8/2021,0.39
1/9/2021,0.1
1/10/2021,0.13
1/11/2021,0.34
1/12/2021,1.88
1/13/2021,1.82
1/14/2021,0.01
1/15/2021,0.08
1/16/2021,0
1/17/2021,0
1/18/2021,0
1/19/2021,0
1/20/2021,0
1/21/2021,0.02
1/22/2021,0.02
1/23/2021,0
1/24/2021,0.06
1/25/2021,0.29
1/26/2021,0.18
1/27/2021,0.64
1/28/2021,0.14
1/29/2021,0.02
1/30/2021,0.2
1/31/2021,0.32
2/1/2021,0.58
2/2/2021,0.76
2/3/2021,1.01
2/4/2021,0.03
2/5/2021,0.09
2/6/2021,0.06
2/7/2021,0.12
2/8/2021,0.02
2/9/2021,0
2/10/2021,0
2/11/2021,0.14
2/12/2021,0.86
2/13/2021,1.4
2/14/2021,0.49
2/15/2021,0.75
2/16/2021,0.68
2/17/2021,0.15
2/18/2021,0.09
2/19/2021,0.69
2/20/2021,0.26
2/21/2021,0.1
2/22/2021,0.09
2/23/2021,0.27
2/24/2021,0.12
2/25/2021,0.1
2/26/2021,0.55
2/27/2021,0.27
2/28/2021,0.01
3/1/2021,0
3/2/2021,0
3/3/2021,0
3/4/2021,0.01
3/5/2021,0.12
3/6/2021,0.27
3/7/2021,0.21
3/8/2021,0.08
3/9/2021,0.17
3/10/2021,0.5
3/11/2021,0.03
3/12/2021,0
3/13/2021,0
3/14/2021,0
3/15/2021,0.04
3/16/2021,0.04
3/17/2021,0
3/18/2021,0.05
3/19/2021,0.33
3/20/2021,0.38
3/21/2021,0.21
3/22/2021,0.38
3/23/2021,0.07
3/24/2021,0.03
3/25/2021,0.16
3/26/2021,0.02
3/27/2021,0
3/28/2021,0.01
3/29/2021,0.22
3/30/2021,0.02
3/31/2021,0
4/1/2021,0
4/2/2021,0
4/3/2021,0
4/4/2021,0
4/5/2021,0
4/6/2021,0
4/7/2021,0
4/8/2021,0.17
4/9/2021,0.02
4/10/2021,0.19
4/11/2021,0.06
4/12/2021,0
4/13/2021,0
4/14/2021,0
4/15/2021,0
4/16/2021,0
4/17/2021,0
4/18/2021,0
4/19/2021,0
4/20/2021,0
4/21/2021,0
4/22/2021,0
4/23/2021,0
4/24/2021,0.16
4/25/2021,0.29
4/26/2021,0.08
4/27/2021,0.01
4/28/2021,0
4/29/2021,0
4/30/2021,0
5/1/2021,0.32
5/2/2021,0.02
5/3/2021,0
5/4/2021,0
5/5/2021,0
5/6/2021,0
5/7/2021,0.09
5/8/2021,0.05
5/9/2021,0
5/10/2021,0.02
5/11/2021,0
5/12/2021,0
5/13/2021,0
5/14/2021,0
5/15/2021,0
5/16/2021,0
5/17/2021,0
5/18/2021,0.03
5/19/2021,0.04
5/20/2021,0.17
5/21/2021,0.03
5/22/2021,0
5/23/2021,0
5/24/2021,0.06
5/25/2021,0.24
5/26/2021,0
5/27/2021,0.03
5/28/2021,0.13
5/29/2021,0
5/30/2021,0
5/31/2021,0
6/1/2021,0
6/2/2021,0
6/3/2021,0
6/4/2021,0
6/5/2021,0
6/6/2021,0.03
6/7/2021,0.09
6/8/2021,0.15
6/9/2021,0.04
6/10/2021,0
6/11/2021,0.09
6/12/2021,0.24
6/13/2021,0.91
6/14/2021,0.51
6/15/2021,0.04
6/16/2021,0.09
6/17/2021,0
6/18/2021,0
6/19/2021,0
6/20/2021,0
6/21/2021,0
6/22/2021,0
6/23/2021,0
6/24/2021,0
6/25/2021,0
6/26/2021,0
6/27/2021,0
6/28/2021,0
6/29/2021,0
6/30/2021,0
7/1/2021,0
7/2/2021,0
7/3/2021,0
7/4/2021,0
7/5/2021,0
7/6/2021,0
7/7/2021,0
7/8/2021,0
7/9/2021,0
7/10/2021,0
7/11/2021,0
7/12/2021,0
7/13/2021,0
7/14/2021,0
7/15/2021,0
7/16/2021,0
7/17/2021,0
7/18/2021,0
7/19/2021,0
7/20/2021,0
7/21/2021,0
7/22/2021,0
7/23/2021,0
7/24/2021,0
7/25/2021,0
7/26/2021,0
7/27/2021,0
7/28/2021,0
7/29/2021,0
7/30/2021,0
7/31/2021,0
8/1/2021,0
8/2/2021,0
8/3/2021,0
8/4/2021,0
8/5/2021,0
8/6/2021,0
8/7/2021,0
8/8/2021,0
8/9/2021,0
8/10/2021,0
8/11/2021,0
8/12/2021,0
8/13/2021,0
8/14/2021,0
8/15/2021,0
8/16/2021,0
8/17/2021,0
8/18/2021,0
8/19/2021,0
8/20/2021,0
8/21/2021,0
8/22/2021,0
8/23/2021,0
8/24/2021,0
8/25/2021,0
8/26/2021,0.06
8/27/2021,0.03
8/28/2021,0
8/29/2021,0
8/30/2021,0
8/31/2021,0
9/1/2021,0
9/2/2021,0
9/3/2021,0
9/4/2021,0
9/5/2021,0
9/6/2021,0
9/7/2021,0
9/8/2021,0
9/9/2021,0
9/10/2021,0
9/11/2021,0
9/12/2021,0
9/13/2021,0
9/14/2021,0
9/15/2021,0
9/16/2021,0
9/17/2021,0
9/18/2021,0.66
9/19/2021,0.42
9/20/2021,0.03
9/21/2021,0
9/22/2021,0
9/23/2021,0.01
9/24/2021,0
9/25/2021,0
9/26/2021,0
9/27/2021,0.29
9/28/2021,0.59
9/29/2021,0.08
9/30/2021,0
